法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
法律,令和二年法律第七十八号,労働者協同組合法,ろうどうしゃきょうどうくみあいほう,,令和二年十二月十一日,社会福祉法等の一部を改正する法律,令和八年法律第五十一号,令和八年六月二十五日,令和九年四月一日,,502AC1000000078,https://laws.e-gov.go.jp/law/502AC1000000078/20270401_508AC0000000051,○
政令,令和二年政令第百八十七号,新型コロナウイルス感染症等の影響に対応するための雇用保険法の臨時特例等に関する法律施行令,しんがたころなういるすかんせんしょうとうのえいきょうにたいおうするためのこようほけんほうのりんじとくれいとうにかんするほうりつしこうれい,,令和二年六月十二日,雇用保険法等の一部を改正する法律の施行に伴う関係政令の整備に関する政令,令和四年政令第百七十一号,令和四年三月三十一日,令和四年四月一日,,502CO0000000187,https://laws.e-gov.go.jp/law/502CO0000000187/20220401_504CO0000000171,
府省令,令和二年厚生労働省令第百二十五号,新型コロナウイルス感染症等の影響に対応するための雇用保険法の臨時特例等に関する法律施行規則,しんがたころなういるすかんせんしょうとうのえいきょうにたいおうするためのこようほけんほうのりんじとくれいとうにかんするほうりつしこうきそく,,令和二年六月十二日,雇用保険法施行規則及び新型コロナウイルス感染症等の影響に対応するための雇用保険法の臨時特例等に関する法律施行規則の一部を改正する省令,令和六年厚生労働省令第百四十二号,令和六年十月二十三日,令和七年四月一日,,502M60000100125,https://laws.e-gov.go.jp/law/502M60000100125/20250401_506M60000100142,
府省令,令和二年厚生労働省令第百六十六号,社会復帰促進等事業に要する費用に充てるべき額の特例に関する省令,しゃかいふっきそくしんとうじぎょうにようするひようにあてるべきがくのとくれいにかんするしょうれい,,令和二年九月三十日,,,令和二年九月三十日,令和二年九月三十日,,502M60000100166,https://laws.e-gov.go.jp/law/502M60000100166/20200930_000000000000000,
府省令,令和二年国土交通省令第四十九号,船員に関する労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律施行規則,せんいんにかんするろうどうしさくのそうごうてきなすいしんならびにろうどうしゃのこようのあんていおよびしょくぎょうせいかつのじゅうじつとうにかんするほうりつしこうきそく,,令和二年五月二十五日,,,令和二年五月二十五日,令和二年六月一日,,502M60000800049,https://laws.e-gov.go.jp/law/502M60000800049/20200601_000000000000000,
法律,令和三年法律第八十号,中小事業主が行う事業に従事する者等の労働災害等に係る共済事業に関する法律,ちゅうしょうじぎょうぬしがおこなうじぎょうにじゅうじするものとうのろうどうさいがいとうにかかるきょうさいじぎょうにかんするほうりつ,,令和三年六月十八日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,503AC1000000080,https://laws.e-gov.go.jp/law/503AC1000000080/20250601_504AC0000000068,
法律,令和四年法律第七十八号,性をめぐる個人の尊厳が重んぜられる社会の形成に資するために性行為映像制作物への出演に係る被害の防止を図り及び出演者の救済に資するための出演契約等に関する特則等に関する法律,せいをめぐるこじんのそんげんがおもんぜられるしゃかいのけいせいにしするためにせいこういえいぞうせいさくぶつへのしゅつえんにかかるひがいのぼうしをはかりおよびしゅつえんしゃのきゅうさいにしするためのしゅつえんけいやくとうにかんするとくそくとうにかんするほうりつ,,令和四年六月二十二日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律　抄,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,504AC1000000078,https://laws.e-gov.go.jp/law/504AC1000000078/20250601_504AC0000000068,
政令,令和四年政令第九号,公益通報者保護法第十九条の規定により消費者庁長官に委任されない権限を定める政令,こうえきつうほうしゃほごほうだいじゅうきゅうじょうのきていによりしょうひしゃちょうちょうかんにいにんされないけんげんをさだめるせいれい,,令和四年一月四日,,,令和四年一月四日,令和四年六月一日,,504CO0000000009,https://laws.e-gov.go.jp/law/504CO0000000009/20220601_000000000000000,
政令,令和四年政令第二百九号,労働者協同組合法施行令,ろうどうしゃきょうどうくみあいほうしこうれい,,令和四年五月二十七日,,,令和四年五月二十七日,令和四年十月一日,,504CO0000000209,https://laws.e-gov.go.jp/law/504CO0000000209/20221001_000000000000000,
府省令,令和四年内閣府令第四十一号,性をめぐる個人の尊厳が重んぜられる社会の形成に資するために性行為映像制作物への出演に係る被害の防止を図り及び出演者の救済に資するための出演契約等に関する特則等に関する法律施行規則,せいをめぐるこじんのそんげんがおもんぜられるしゃかいのけいせいにしするためにせいこういえいぞうせいさくぶつへのしゅつえんにかかるひがいのぼうしをはかりおよびしゅつえんしゃのきゅうさいにしするためのしゅつえんけいやくとうにかんするとくそくとうにかんするほうりつしこうきそく,,令和四年六月二十二日,,,令和四年六月二十二日,令和四年六月二十三日,,504M60000002041,https://laws.e-gov.go.jp/law/504M60000002041/20220623_000000000000000,
府省令,令和四年厚生労働省令第六号,医療法第百二十八条の規定により読み替えて適用する労働基準法第百四十一条第二項の厚生労働省令で定める時間等を定める省令,いりょうほうだいひゃくにじゅうはちじょうのきていによりよみかえててきようするろうどうきじゅんほうだいひゃくよんじゅういちじょうだいにこうのこうせいろうどうしょうれいでさだめるじかんとうをさだめるしょうれい,,令和四年一月十九日,,,令和四年一月十九日,令和六年四月一日,,504M60000100006,https://laws.e-gov.go.jp/law/504M60000100006/20240401_000000000000000,
